FullPath,CaseId,CaseName,CollectionName,OriginalFolder,OriginalName,NewFolder,NewName,Rarity,ItemId,Category,MatchedBy,Verified,Confidence,Rationale,Action,CopiedFrom,Resized
COPY,austin-2025-dust-ii-souvenir-package,Austin 2025 Dust II Souvenir Package,The-2021-Dust-2-Collection,A:\Development Environment\Source Control\GitHub\TCSGO\Assets\Collections\The-2021-Dust-2-Collection,Galil AR Amber Fade.png,A:\Development Environment\Source Control\GitHub\TCSGO\Assets\Cases\Austin-2025-Dust-Ii-Souvenir-Package\Weapons,austin-2025-dust-ii-souvenir-package--milspec--galil-ar-amber-fade.png,milspec,souvenir-galil-ar-amber-fade,rifle,collection_copy,True,100,Copied from The-2021-Dust-2-Collection,copy,A:\Development Environment\Source Control\GitHub\TCSGO\Assets\Collections\The-2021-Dust-2-Collection\Galil AR Amber Fade.png,False
COPY,austin-2025-dust-ii-souvenir-package,Austin 2025 Dust II Souvenir Package,The-2021-Dust-2-Collection,A:\Development Environment\Source Control\GitHub\TCSGO\Assets\Collections\The-2021-Dust-2-Collection,G3SG1 New Roots.png,A:\Development Environment\Source Control\GitHub\TCSGO\Assets\Cases\Austin-2025-Dust-Ii-Souvenir-Package\Weapons,austin-2025-dust-ii-souvenir-package--milspec--g3sg1-new-roots.png,milspec,souvenir-g3sg1-new-roots,weapon,collection_copy,True,100,Copied from The-2021-Dust-2-Collection,copy,A:\Development Environment\Source Control\GitHub\TCSGO\Assets\Collections\The-2021-Dust-2-Collection\G3SG1 New Roots.png,False
COPY,austin-2025-dust-ii-souvenir-package,Austin 2025 Dust II Souvenir Package,The-2021-Dust-2-Collection,A:\Development Environment\Source Control\GitHub\TCSGO\Assets\Collections\The-2021-Dust-2-Collection,P250 Black & Tan.png,A:\Development Environment\Source Control\GitHub\TCSGO\Assets\Cases\Austin-2025-Dust-Ii-Souvenir-Package\Weapons,austin-2025-dust-ii-souvenir-package--milspec--p250-black-and-tan.png,milspec,souvenir-p250-black-and-tan,pistol,collection_copy,True,100,Copied from The-2021-Dust-2-Collection,copy,A:\Development Environment\Source Control\GitHub\TCSGO\Assets\Collections\The-2021-Dust-2-Collection\P250 Black & Tan.png,False
COPY,austin-2025-dust-ii-souvenir-package,Austin 2025 Dust II Souvenir Package,The-2021-Dust-2-Collection,A:\Development Environment\Source Control\GitHub\TCSGO\Assets\Collections\The-2021-Dust-2-Collection,Nova Quick Sand.png,A:\Development Environment\Source Control\GitHub\TCSGO\Assets\Cases\Austin-2025-Dust-Ii-Souvenir-Package\Weapons,austin-2025-dust-ii-souvenir-package--milspec--nova-quick-sand.png,milspec,souvenir-nova-quick-sand,shotgun,collection_copy,True,100,Copied from The-2021-Dust-2-Collection,copy,A:\Development Environment\Source Control\GitHub\TCSGO\Assets\Collections\The-2021-Dust-2-Collection\Nova Quick Sand.png,False
COPY,austin-2025-dust-ii-souvenir-package,Austin 2025 Dust II Souvenir Package,The-2021-Dust-2-Collection,A:\Development Environment\Source Control\GitHub\TCSGO\Assets\Collections\The-2021-Dust-2-Collection,MAC-10 Case Hardened.png,A:\Development Environment\Source Control\GitHub\TCSGO\Assets\Cases\Austin-2025-Dust-Ii-Souvenir-Package\Weapons,austin-2025-dust-ii-souvenir-package--restricted--mac-10-case-hardened.png,restricted,souvenir-mac-10-case-hardened,smg,collection_copy,True,100,Copied from The-2021-Dust-2-Collection,copy,A:\Development Environment\Source Control\GitHub\TCSGO\Assets\Collections\The-2021-Dust-2-Collection\MAC-10 Case Hardened.png,False
COPY,austin-2025-dust-ii-souvenir-package,Austin 2025 Dust II Souvenir Package,The-2021-Dust-2-Collection,A:\Development Environment\Source Control\GitHub\TCSGO\Assets\Collections\The-2021-Dust-2-Collection,USP-S Orange Anolis.png,A:\Development Environment\Source Control\GitHub\TCSGO\Assets\Cases\Austin-2025-Dust-Ii-Souvenir-Package\Weapons,austin-2025-dust-ii-souvenir-package--restricted--usp-s-orange-anolis.png,restricted,souvenir-usp-s-orange-anolis,pistol,collection_copy,True,100,Copied from The-2021-Dust-2-Collection,copy,A:\Development Environment\Source Control\GitHub\TCSGO\Assets\Collections\The-2021-Dust-2-Collection\USP-S Orange Anolis.png,False
COPY,austin-2025-dust-ii-souvenir-package,Austin 2025 Dust II Souvenir Package,The-2021-Dust-2-Collection,A:\Development Environment\Source Control\GitHub\TCSGO\Assets\Collections\The-2021-Dust-2-Collection,M4A4 Red DDPAT.png,A:\Development Environment\Source Control\GitHub\TCSGO\Assets\Cases\Austin-2025-Dust-Ii-Souvenir-Package\Weapons,austin-2025-dust-ii-souvenir-package--restricted--m4a4-red-ddpat.png,restricted,souvenir-m4a4-red-ddpat,rifle,collection_copy,True,100,Copied from The-2021-Dust-2-Collection,copy,A:\Development Environment\Source Control\GitHub\TCSGO\Assets\Collections\The-2021-Dust-2-Collection\M4A4 Red DDPAT.png,False
COPY,austin-2025-dust-ii-souvenir-package,Austin 2025 Dust II Souvenir Package,The-2021-Dust-2-Collection,A:\Development Environment\Source Control\GitHub\TCSGO\Assets\Collections\The-2021-Dust-2-Collection,SSG 08 Death Strike.png,A:\Development Environment\Source Control\GitHub\TCSGO\Assets\Cases\Austin-2025-Dust-Ii-Souvenir-Package\Weapons,austin-2025-dust-ii-souvenir-package--classified--ssg-08-death-strike.png,classified,souvenir-ssg-08-death-strike,weapon,collection_copy,True,100,Copied from The-2021-Dust-2-Collection,copy,A:\Development Environment\Source Control\GitHub\TCSGO\Assets\Collections\The-2021-Dust-2-Collection\SSG 08 Death Strike.png,False
COPY,austin-2025-dust-ii-souvenir-package,Austin 2025 Dust II Souvenir Package,The-2021-Dust-2-Collection,A:\Development Environment\Source Control\GitHub\TCSGO\Assets\Collections\The-2021-Dust-2-Collection,UMP-45 Fade.png,A:\Development Environment\Source Control\GitHub\TCSGO\Assets\Cases\Austin-2025-Dust-Ii-Souvenir-Package\Weapons,austin-2025-dust-ii-souvenir-package--classified--ump-45-fade.png,classified,souvenir-ump-45-fade,smg,collection_copy,True,100,Copied from The-2021-Dust-2-Collection,copy,A:\Development Environment\Source Control\GitHub\TCSGO\Assets\Collections\The-2021-Dust-2-Collection\UMP-45 Fade.png,False
COPY,austin-2025-dust-ii-souvenir-package,Austin 2025 Dust II Souvenir Package,The-2021-Dust-2-Collection,A:\Development Environment\Source Control\GitHub\TCSGO\Assets\Collections\The-2021-Dust-2-Collection,AK-47 Gold Arabesque.png,A:\Development Environment\Source Control\GitHub\TCSGO\Assets\Cases\Austin-2025-Dust-Ii-Souvenir-Package\Weapons,austin-2025-dust-ii-souvenir-package--covert--ak-47-gold-arabesque.png,covert,souvenir-ak-47-gold-arabesque,rifle,collection_copy,True,100,Copied from The-2021-Dust-2-Collection,copy,A:\Development Environment\Source Control\GitHub\TCSGO\Assets\Collections\The-2021-Dust-2-Collection\AK-47 Gold Arabesque.png,False
COPY,austin-2025-inferno-souvenir-package,Austin 2025 Inferno Souvenir Package,The-2018-Inferno-Collection,A:\Development Environment\Source Control\GitHub\TCSGO\Assets\Collections\The-2018-Inferno-Collection,MP5-SD Dirt Drop.png,A:\Development Environment\Source Control\GitHub\TCSGO\Assets\Cases\Austin-2025-Inferno-Souvenir-Package\Weapons,austin-2025-inferno-souvenir-package--consumer--mp5-sd-dirt-drop.png,consumer,souvenir-mp5-sd-dirt-drop,smg,collection_copy,True,100,Copied from The-2018-Inferno-Collection,copy,A:\Development Environment\Source Control\GitHub\TCSGO\Assets\Collections\The-2018-Inferno-Collection\MP5-SD Dirt Drop.png,False
COPY,austin-2025-inferno-souvenir-package,Austin 2025 Inferno Souvenir Package,The-2018-Inferno-Collection,A:\Development Environment\Source Control\GitHub\TCSGO\Assets\Collections\The-2018-Inferno-Collection,MP9 Slide.png,A:\Development Environment\Source Control\GitHub\TCSGO\Assets\Cases\Austin-2025-Inferno-Souvenir-Package\Weapons,austin-2025-inferno-souvenir-package--consumer--mp9-slide.png,consumer,souvenir-mp9-slide,smg,collection_copy,True,100,Copied from The-2018-Inferno-Collection,copy,A:\Development Environment\Source Control\GitHub\TCSGO\Assets\Collections\The-2018-Inferno-Collection\MP9 Slide.png,False
COPY,austin-2025-inferno-souvenir-package,Austin 2025 Inferno Souvenir Package,The-2018-Inferno-Collection,A:\Development Environment\Source Control\GitHub\TCSGO\Assets\Collections\The-2018-Inferno-Collection,AUG Sweeper.png,A:\Development Environment\Source Control\GitHub\TCSGO\Assets\Cases\Austin-2025-Inferno-Souvenir-Package\Weapons,austin-2025-inferno-souvenir-package--consumer--aug-sweeper.png,consumer,souvenir-aug-sweeper,rifle,collection_copy,True,100,Copied from The-2018-Inferno-Collection,copy,A:\Development Environment\Source Control\GitHub\TCSGO\Assets\Collections\The-2018-Inferno-Collection\AUG Sweeper.png,False
COPY,austin-2025-inferno-souvenir-package,Austin 2025 Inferno Souvenir Package,The-2018-Inferno-Collection,A:\Development Environment\Source Control\GitHub\TCSGO\Assets\Collections\The-2018-Inferno-Collection,UMP-45 Mudder.png,A:\Development Environment\Source Control\GitHub\TCSGO\Assets\Cases\Austin-2025-Inferno-Souvenir-Package\Weapons,austin-2025-inferno-souvenir-package--consumer--ump-45-mudder.png,consumer,souvenir-ump-45-mudder,smg,collection_copy,True,100,Copied from The-2018-Inferno-Collection,copy,A:\Development Environment\Source Control\GitHub\TCSGO\Assets\Collections\The-2018-Inferno-Collection\UMP-45 Mudder.png,False
COPY,austin-2025-inferno-souvenir-package,Austin 2025 Inferno Souvenir Package,The-2018-Inferno-Collection,A:\Development Environment\Source Control\GitHub\TCSGO\Assets\Collections\The-2018-Inferno-Collection,MAG-7 Rust Coat.png,A:\Development Environment\Source Control\GitHub\TCSGO\Assets\Cases\Austin-2025-Inferno-Souvenir-Package\Weapons,austin-2025-inferno-souvenir-package--consumer--mag-7-rust-coat.png,consumer,souvenir-mag-7-rust-coat,shotgun,collection_copy,True,100,Copied from The-2018-Inferno-Collection,copy,A:\Development Environment\Source Control\GitHub\TCSGO\Assets\Collections\The-2018-Inferno-Collection\MAG-7 Rust Coat.png,False
COPY,austin-2025-inferno-souvenir-package,Austin 2025 Inferno Souvenir Package,The-2018-Inferno-Collection,A:\Development Environment\Source Control\GitHub\TCSGO\Assets\Collections\The-2018-Inferno-Collection,Glock-18 High Beam.png,A:\Development Environment\Source Control\GitHub\TCSGO\Assets\Cases\Austin-2025-Inferno-Souvenir-Package\Weapons,austin-2025-inferno-souvenir-package--industrial--glock-18-high-beam.png,industrial,souvenir-glock-18-high-beam,pistol,collection_copy,True,100,Copied from The-2018-Inferno-Collection,copy,A:\Development Environment\Source Control\GitHub\TCSGO\Assets\Collections\The-2018-Inferno-Collection\Glock-18 High Beam.png,False
COPY,austin-2025-inferno-souvenir-package,Austin 2025 Inferno Souvenir Package,The-2018-Inferno-Collection,A:\Development Environment\Source Control\GitHub\TCSGO\Assets\Collections\The-2018-Inferno-Collection,R8 Revolver Nitro.png,A:\Development Environment\Source Control\GitHub\TCSGO\Assets\Cases\Austin-2025-Inferno-Souvenir-Package\Weapons,austin-2025-inferno-souvenir-package--industrial--r8-revolver-nitro.png,industrial,souvenir-r8-revolver-nitro,pistol,collection_copy,True,100,Copied from The-2018-Inferno-Collection,copy,A:\Development Environment\Source Control\GitHub\TCSGO\Assets\Collections\The-2018-Inferno-Collection\R8 Revolver Nitro.png,False
COPY,austin-2025-inferno-souvenir-package,Austin 2025 Inferno Souvenir Package,The-2018-Inferno-Collection,A:\Development Environment\Source Control\GitHub\TCSGO\Assets\Collections\The-2018-Inferno-Collection,MAC-10 Calf Skin.png,A:\Development Environment\Source Control\GitHub\TCSGO\Assets\Cases\Austin-2025-Inferno-Souvenir-Package\Weapons,austin-2025-inferno-souvenir-package--industrial--mac-10-calf-skin.png,industrial,souvenir-mac-10-calf-skin,smg,collection_copy,True,100,Copied from The-2018-Inferno-Collection,copy,A:\Development Environment\Source Control\GitHub\TCSGO\Assets\Collections\The-2018-Inferno-Collection\MAC-10 Calf Skin.png,False
COPY,austin-2025-inferno-souvenir-package,Austin 2025 Inferno Souvenir Package,The-2018-Inferno-Collection,A:\Development Environment\Source Control\GitHub\TCSGO\Assets\Collections\The-2018-Inferno-Collection,PP-Bizon Candy Apple.png,A:\Development Environment\Source Control\GitHub\TCSGO\Assets\Cases\Austin-2025-Inferno-Souvenir-Package\Weapons,austin-2025-inferno-souvenir-package--industrial--pp-bizon-candy-apple.png,industrial,souvenir-pp-bizon-candy-apple,smg,collection_copy,True,100,Copied from The-2018-Inferno-Collection,copy,A:\Development Environment\Source Control\GitHub\TCSGO\Assets\Collections\The-2018-Inferno-Collection\PP-Bizon Candy Apple.png,False
COPY,austin-2025-inferno-souvenir-package,Austin 2025 Inferno Souvenir Package,The-2018-Inferno-Collection,A:\Development Environment\Source Control\GitHub\TCSGO\Assets\Collections\The-2018-Inferno-Collection,USP-S Check Engine.png,A:\Development Environment\Source Control\GitHub\TCSGO\Assets\Cases\Austin-2025-Inferno-Souvenir-Package\Weapons,austin-2025-inferno-souvenir-package--milspec--usp-s-check-engine.png,milspec,souvenir-usp-s-check-engine,pistol,collection_copy,True,100,Copied from The-2018-Inferno-Collection,copy,A:\Development Environment\Source Control\GitHub\TCSGO\Assets\Collections\The-2018-Inferno-Collection\USP-S Check Engine.png,False
COPY,austin-2025-inferno-souvenir-package,Austin 2025 Inferno Souvenir Package,The-2018-Inferno-Collection,A:\Development Environment\Source Control\GitHub\TCSGO\Assets\Collections\The-2018-Inferno-Collection,M4A4 Converter.png,A:\Development Environment\Source Control\GitHub\TCSGO\Assets\Cases\Austin-2025-Inferno-Souvenir-Package\Weapons,austin-2025-inferno-souvenir-package--milspec--m4a4-converter.png,milspec,souvenir-m4a4-converter,rifle,collection_copy,True,100,Copied from The-2018-Inferno-Collection,copy,A:\Development Environment\Source Control\GitHub\TCSGO\Assets\Collections\The-2018-Inferno-Collection\M4A4 Converter.png,False
COPY,austin-2025-inferno-souvenir-package,Austin 2025 Inferno Souvenir Package,The-2018-Inferno-Collection,A:\Development Environment\Source Control\GitHub\TCSGO\Assets\Collections\The-2018-Inferno-Collection,SSG 08 Hand Brake.png,A:\Development Environment\Source Control\GitHub\TCSGO\Assets\Cases\Austin-2025-Inferno-Souvenir-Package\Weapons,austin-2025-inferno-souvenir-package--milspec--ssg-08-hand-brake.png,milspec,souvenir-ssg-08-hand-brake,weapon,collection_copy,True,100,Copied from The-2018-Inferno-Collection,copy,A:\Development Environment\Source Control\GitHub\TCSGO\Assets\Collections\The-2018-Inferno-Collection\SSG 08 Hand Brake.png,False
COPY,austin-2025-inferno-souvenir-package,Austin 2025 Inferno Souvenir Package,The-2018-Inferno-Collection,A:\Development Environment\Source Control\GitHub\TCSGO\Assets\Collections\The-2018-Inferno-Collection,Sawed-Off Brake Light.png,A:\Development Environment\Source Control\GitHub\TCSGO\Assets\Cases\Austin-2025-Inferno-Souvenir-Package\Weapons,austin-2025-inferno-souvenir-package--milspec--sawed-off-brake-light.png,milspec,souvenir-sawed-off-brake-light,shotgun,collection_copy,True,100,Copied from The-2018-Inferno-Collection,copy,A:\Development Environment\Source Control\GitHub\TCSGO\Assets\Collections\The-2018-Inferno-Collection\Sawed-Off Brake Light.png,False
COPY,austin-2025-inferno-souvenir-package,Austin 2025 Inferno Souvenir Package,The-2018-Inferno-Collection,A:\Development Environment\Source Control\GitHub\TCSGO\Assets\Collections\The-2018-Inferno-Collection,AK-47 Safety Net.png,A:\Development Environment\Source Control\GitHub\TCSGO\Assets\Cases\Austin-2025-Inferno-Souvenir-Package\Weapons,austin-2025-inferno-souvenir-package--restricted--ak-47-safety-net.png,restricted,souvenir-ak-47-safety-net,rifle,collection_copy,True,100,Copied from The-2018-Inferno-Collection,copy,A:\Development Environment\Source Control\GitHub\TCSGO\Assets\Collections\The-2018-Inferno-Collection\AK-47 Safety Net.png,False
COPY,austin-2025-inferno-souvenir-package,Austin 2025 Inferno Souvenir Package,The-2018-Inferno-Collection,A:\Development Environment\Source Control\GitHub\TCSGO\Assets\Collections\The-2018-Inferno-Collection,P250 Vino Primo.png,A:\Development Environment\Source Control\GitHub\TCSGO\Assets\Cases\Austin-2025-Inferno-Souvenir-Package\Weapons,austin-2025-inferno-souvenir-package--restricted--p250-vino-primo.png,restricted,souvenir-p250-vino-primo,pistol,collection_copy,True,100,Copied from The-2018-Inferno-Collection,copy,A:\Development Environment\Source Control\GitHub\TCSGO\Assets\Collections\The-2018-Inferno-Collection\P250 Vino Primo.png,False
COPY,austin-2025-inferno-souvenir-package,Austin 2025 Inferno Souvenir Package,The-2018-Inferno-Collection,A:\Development Environment\Source Control\GitHub\TCSGO\Assets\Collections\The-2018-Inferno-Collection,MP7 Fade.png,A:\Development Environment\Source Control\GitHub\TCSGO\Assets\Cases\Austin-2025-Inferno-Souvenir-Package\Weapons,austin-2025-inferno-souvenir-package--restricted--mp7-fade.png,restricted,souvenir-mp7-fade,smg,collection_copy,True,100,Copied from The-2018-Inferno-Collection,copy,A:\Development Environment\Source Control\GitHub\TCSGO\Assets\Collections\The-2018-Inferno-Collection\MP7 Fade.png,False
COPY,austin-2025-inferno-souvenir-package,Austin 2025 Inferno Souvenir Package,The-2018-Inferno-Collection,A:\Development Environment\Source Control\GitHub\TCSGO\Assets\Collections\The-2018-Inferno-Collection,SG 553 Integrale.png,A:\Development Environment\Source Control\GitHub\TCSGO\Assets\Cases\Austin-2025-Inferno-Souvenir-Package\Weapons,austin-2025-inferno-souvenir-package--classified--sg-553-integrale.png,classified,souvenir-sg-553-integrale,rifle,collection_copy,True,100,Copied from The-2018-Inferno-Collection,copy,A:\Development Environment\Source Control\GitHub\TCSGO\Assets\Collections\The-2018-Inferno-Collection\SG 553 Integrale.png,False
COPY,austin-2025-inferno-souvenir-package,Austin 2025 Inferno Souvenir Package,The-2018-Inferno-Collection,A:\Development Environment\Source Control\GitHub\TCSGO\Assets\Collections\The-2018-Inferno-Collection,Dual Berettas Twin Turbo.png,A:\Development Environment\Source Control\GitHub\TCSGO\Assets\Cases\Austin-2025-Inferno-Souvenir-Package\Weapons,austin-2025-inferno-souvenir-package--classified--dual-berettas-twin-turbo.png,classified,souvenir-dual-berettas-twin-turbo,pistol,collection_copy,True,100,Copied from The-2018-Inferno-Collection,copy,A:\Development Environment\Source Control\GitHub\TCSGO\Assets\Collections\The-2018-Inferno-Collection\Dual Berettas Twin Turbo.png,False
COPY,berlin-2019-dust-ii-souvenir-package,Berlin 2019 Dust II Souvenir Package,The-Dust-2-Collection,A:\Development Environment\Source Control\GitHub\TCSGO\Assets\Collections\The-Dust-2-Collection,P250 Sand Dune.png,A:\Development Environment\Source Control\GitHub\TCSGO\Assets\Cases\Berlin-2019-Dust-Ii-Souvenir-Package\Weapons,berlin-2019-dust-ii-souvenir-package--consumer--p250-sand-dune.png,consumer,souvenir-p250-sand-dune,pistol,collection_copy,True,100,Copied from The-Dust-2-Collection,copy,A:\Development Environment\Source Control\GitHub\TCSGO\Assets\Collections\The-Dust-2-Collection\P250 Sand Dune.png,False
COPY,berlin-2019-dust-ii-souvenir-package,Berlin 2019 Dust II Souvenir Package,The-Dust-2-Collection,A:\Development Environment\Source Control\GitHub\TCSGO\Assets\Collections\The-Dust-2-Collection,MP9 Sand Dashed.png,A:\Development Environment\Source Control\GitHub\TCSGO\Assets\Cases\Berlin-2019-Dust-Ii-Souvenir-Package\Weapons,berlin-2019-dust-ii-souvenir-package--consumer--mp9-sand-dashed.png,consumer,souvenir-mp9-sand-dashed,smg,collection_copy,True,100,Copied from The-Dust-2-Collection,copy,A:\Development Environment\Source Control\GitHub\TCSGO\Assets\Collections\The-Dust-2-Collection\MP9 Sand Dashed.png,False
COPY,berlin-2019-dust-ii-souvenir-package,Berlin 2019 Dust II Souvenir Package,The-Dust-2-Collection,A:\Development Environment\Source Control\GitHub\TCSGO\Assets\Collections\The-Dust-2-Collection,G3SG1 Desert Storm.png,A:\Development Environment\Source Control\GitHub\TCSGO\Assets\Cases\Berlin-2019-Dust-Ii-Souvenir-Package\Weapons,berlin-2019-dust-ii-souvenir-package--consumer--g3sg1-desert-storm.png,consumer,souvenir-g3sg1-desert-storm,weapon,collection_copy,True,100,Copied from The-Dust-2-Collection,copy,A:\Development Environment\Source Control\GitHub\TCSGO\Assets\Collections\The-Dust-2-Collection\G3SG1 Desert Storm.png,False
COPY,berlin-2019-dust-ii-souvenir-package,Berlin 2019 Dust II Souvenir Package,The-Dust-2-Collection,A:\Development Environment\Source Control\GitHub\TCSGO\Assets\Collections\The-Dust-2-Collection,Nova Predator.png,A:\Development Environment\Source Control\GitHub\TCSGO\Assets\Cases\Berlin-2019-Dust-Ii-Souvenir-Package\Weapons,berlin-2019-dust-ii-souvenir-package--consumer--nova-predator.png,consumer,souvenir-nova-predator,shotgun,collection_copy,True,100,Copied from The-Dust-2-Collection,copy,A:\Development Environment\Source Control\GitHub\TCSGO\Assets\Collections\The-Dust-2-Collection\Nova Predator.png,False
