SourcePath,Filename,TypeFolder,BaseName,Weapon,Skin,Category,Quality,Dimensions,Variation,IsIcon
/Users/nike/Github/TCSGO/Assets/Global/Weapons/AUG/AUG-Surveillance-003.png,AUG-Surveillance-003.png,AUG,aug-surveillance,aug,surveillance,weapon,196608,512x384,003,No
/Users/nike/Github/TCSGO/Assets/Global/Weapons/AUG/AUG-Surveillance-002.png,AUG-Surveillance-002.png,AUG,aug-surveillance,aug,surveillance,weapon,196608,512x384,002,No
/Users/nike/Github/TCSGO/Assets/Global/Weapons/AUG/AUG-Surveillance-001.png,AUG-Surveillance-001.png,AUG,aug-surveillance,aug,surveillance,weapon,196608,512x384,001,No
/Users/nike/Github/TCSGO/Assets/Global/Weapons/AUG/AUG-Surveillance.png,AUG-Surveillance.png,AUG,aug-surveillance,aug,surveillance,weapon,1653120,1920x861,,No
/Users/nike/Github/TCSGO/Assets/Global/Weapons/AWP/AWP-Arsenic-Spill.png,AWP-Arsenic-Spill.png,AWP,awp-arsenic-spill,awp,arsenic-spill,weapon,196608,512x384,,No
/Users/nike/Github/TCSGO/Assets/Global/Weapons/AWP/AWP-Arsenic-Spill-002.png,AWP-Arsenic-Spill-002.png,AWP,awp-arsenic-spill,awp,arsenic-spill,weapon,196608,512x384,002,No
/Users/nike/Github/TCSGO/Assets/Global/Weapons/AWP/AWP-Arsenic-Spill-001.png,AWP-Arsenic-Spill-001.png,AWP,awp-arsenic-spill,awp,arsenic-spill,weapon,196608,512x384,001,No
/Users/nike/Github/TCSGO/Assets/Global/Weapons/AWP/AWP-CMYK-001.png,AWP-CMYK-001.png,AWP,awp-cmyk,awp,cmyk,weapon,196608,512x384,001,No
/Users/nike/Github/TCSGO/Assets/Global/Weapons/AWP/AWP-CMYK-002.png,AWP-CMYK-002.png,AWP,awp-cmyk,awp,cmyk,weapon,196608,512x384,002,No
/Users/nike/Github/TCSGO/Assets/Global/Weapons/AWP/AWP-CMYK.png,AWP-CMYK.png,AWP,awp-cmyk,awp,cmyk,weapon,196608,512x384,,No
/Users/nike/Github/TCSGO/Assets/Global/Weapons/AWP/AWP-Fade.png,AWP-Fade.png,AWP,awp-fade,awp,fade,weapon,196608,512x384,,No
/Users/nike/Github/TCSGO/Assets/Global/Weapons/AWP/AWP-Fade-001.png,AWP-Fade-001.png,AWP,awp-fade,awp,fade,weapon,787200,1920x410,001,No
/Users/nike/Github/TCSGO/Assets/Global/Weapons/AWP/AWP-Green-Energy-002.png,AWP-Green-Energy-002.png,AWP,awp-green-energy,awp,green-energy,weapon,196608,512x384,002,No
/Users/nike/Github/TCSGO/Assets/Global/Weapons/AWP/AWP-Green-Energy-001.png,AWP-Green-Energy-001.png,AWP,awp-green-energy,awp,green-energy,weapon,196608,512x384,001,No
/Users/nike/Github/TCSGO/Assets/Global/Weapons/AWP/AWP-Green-Energy.png,AWP-Green-Energy.png,AWP,awp-green-energy,awp,green-energy,weapon,196608,512x384,,No
/Users/nike/Github/TCSGO/Assets/Global/Weapons/AWP/AWP-Gungnir-001.png,AWP-Gungnir-001.png,AWP,awp-gungnir,awp,gungnir,weapon,196608,512x384,001,No
/Users/nike/Github/TCSGO/Assets/Global/Weapons/AWP/AWP-Gungnir-002.png,AWP-Gungnir-002.png,AWP,awp-gungnir,awp,gungnir,weapon,787200,1920x410,002,No
/Users/nike/Github/TCSGO/Assets/Global/Weapons/AWP/AWP-Gungnir-003.png,AWP-Gungnir-003.png,AWP,awp-gungnir,awp,gungnir,weapon,196608,512x384,003,No
/Users/nike/Github/TCSGO/Assets/Global/Weapons/AWP/AWP-Gungnir.png,AWP-Gungnir.png,AWP,awp-gungnir,awp,gungnir,weapon,196608,512x384,,No
/Users/nike/Github/TCSGO/Assets/Global/Weapons/AWP/AWP-Medusa.png,AWP-Medusa.png,AWP,awp-medusa,awp,medusa,weapon,196608,512x384,,No
/Users/nike/Github/TCSGO/Assets/Global/Weapons/AWP/AWP-Medusa-001.png,AWP-Medusa-001.png,AWP,awp-medusa,awp,medusa,weapon,196608,512x384,001,No
/Users/nike/Github/TCSGO/Assets/Global/Weapons/AWP/AWP-Medusa-002.png,AWP-Medusa-002.png,AWP,awp-medusa,awp,medusa,weapon,787200,1920x410,002,No
/Users/nike/Github/TCSGO/Assets/Global/Weapons/AWP/AWP-Medusa-003.png,AWP-Medusa-003.png,AWP,awp-medusa,awp,medusa,weapon,196608,512x384,003,No
/Users/nike/Github/TCSGO/Assets/Global/Weapons/AWP/AWP-POP-AWP-001.png,AWP-POP-AWP-001.png,AWP,awp-pop-awp,awp,pop-awp,weapon,748800,1920x390,001,No
/Users/nike/Github/TCSGO/Assets/Global/Weapons/AWP/AWP-POP-AWP-002.png,AWP-POP-AWP-002.png,AWP,awp-pop-awp,awp,pop-awp,weapon,196608,512x384,002,No
/Users/nike/Github/TCSGO/Assets/Global/Weapons/AWP/AWP-POP-AWP.png,AWP-POP-AWP.png,AWP,awp-pop-awp,awp,pop-awp,weapon,196608,512x384,,No
/Users/nike/Github/TCSGO/Assets/Global/Weapons/AWP/AWP-Silk-Tiger.png,AWP-Silk-Tiger.png,AWP,awp-silk-tiger,awp,silk-tiger,weapon,196608,512x384,,No
/Users/nike/Github/TCSGO/Assets/Global/Weapons/AWP/AWP-Silk-Tiger-001.png,AWP-Silk-Tiger-001.png,AWP,awp-silk-tiger,awp,silk-tiger,weapon,196608,512x384,001,No
/Users/nike/Github/TCSGO/Assets/Global/Weapons/AWP/AWP-Silk-Tiger-002.png,AWP-Silk-Tiger-002.png,AWP,awp-silk-tiger,awp,silk-tiger,weapon,196608,512x384,002,No
/Users/nike/Github/TCSGO/Assets/Global/Weapons/AWP/AWP-Silk-Tiger-003.png,AWP-Silk-Tiger-003.png,AWP,awp-silk-tiger,awp,silk-tiger,weapon,787200,1920x410,003,No
/Users/nike/Github/TCSGO/Assets/Global/Weapons/AWP/AWP-Snake-Camo.png,AWP-Snake-Camo.png,AWP,awp-snake-camo,awp,snake-camo,weapon,196608,512x384,,No
/Users/nike/Github/TCSGO/Assets/Global/Weapons/AWP/AWP-Snake-Camo-001.png,AWP-Snake-Camo-001.png,AWP,awp-snake-camo,awp,snake-camo,weapon,787200,1920x410,001,No
/Users/nike/Github/TCSGO/Assets/Global/Weapons/AWP/AWP-Snake-Camo-003.png,AWP-Snake-Camo-003.png,AWP,awp-snake-camo,awp,snake-camo,weapon,196608,512x384,003,No
/Users/nike/Github/TCSGO/Assets/Global/Weapons/AWP/AWP-Snake-Camo-002.png,AWP-Snake-Camo-002.png,AWP,awp-snake-camo,awp,snake-camo,weapon,196608,512x384,002,No
/Users/nike/Github/TCSGO/Assets/Global/Weapons/AWP/AWP-Sun-in-Leo.png,AWP-Sun-in-Leo.png,AWP,awp-sun-in-leo,awp,sun-in-leo,weapon,787200,1920x410,,No
/Users/nike/Github/TCSGO/Assets/Global/Weapons/AWP/AWP-Sun-in-Leo-001.png,AWP-Sun-in-Leo-001.png,AWP,awp-sun-in-leo,awp,sun-in-leo,weapon,196608,512x384,001,No
/Users/nike/Github/TCSGO/Assets/Global/Weapons/AWP/AWP-Sun-in-Leo-003.png,AWP-Sun-in-Leo-003.png,AWP,awp-sun-in-leo,awp,sun-in-leo,weapon,196608,512x384,003,No
/Users/nike/Github/TCSGO/Assets/Global/Weapons/AWP/AWP-Sun-in-Leo-002.png,AWP-Sun-in-Leo-002.png,AWP,awp-sun-in-leo,awp,sun-in-leo,weapon,196608,512x384,002,No
/Users/nike/Github/TCSGO/Assets/Global/Weapons/AWP/AWP-The-Prince-002.png,AWP-The-Prince-002.png,AWP,awp-the-prince,awp,the-prince,weapon,196608,512x384,002,No
/Users/nike/Github/TCSGO/Assets/Global/Weapons/AWP/AWP-The-Prince-003.png,AWP-The-Prince-003.png,AWP,awp-the-prince,awp,the-prince,weapon,196608,512x384,003,No
/Users/nike/Github/TCSGO/Assets/Global/Weapons/AWP/AWP-The-Prince-001.png,AWP-The-Prince-001.png,AWP,awp-the-prince,awp,the-prince,weapon,787200,1920x410,001,No
/Users/nike/Github/TCSGO/Assets/Global/Weapons/AWP/AWP-The-Prince.png,AWP-The-Prince.png,AWP,awp-the-prince,awp,the-prince,weapon,196608,512x384,,No
/Users/nike/Github/TCSGO/Assets/Global/Knives/Bayonet/Bayonet-Doppler-004.png,Bayonet-Doppler-004.png,Bayonet,bayonet-doppler,bayonet,doppler,knife,2635300,1825x1444,004,No
/Users/nike/Github/TCSGO/Assets/Global/Weapons/CZ75-Auto/CZ75-Auto-Army-Sheen-001.png,CZ75-Auto-Army-Sheen-001.png,CZ75-Auto,cz75-auto-army-sheen,cz75-auto,army-sheen,weapon,2392320,1920x1246,001,No
